"ID","EndTime","Sex","Is.English.your.primary.language.","Ethnic.group","Other.ethnic.group","Age..Range.in.years.","What.is.your.religion.","Other.religion","Do.you.consider.yourself.to.have.a.disability..If.yes..please.select.from.the.options.which.best.describes.your.disability...br...Please.note..The.information.you.provide.here.may.not.be.shared.with.the.organisation.that.asked.you.to.take.the.test..If.you.wish.them.to.be.aware.of.your.disability.you.should.contact.them.directly.","Country.of.birth","Other.country.of.birth","PD_Education","PD_JobTitle","PD_Occupation","PD_Reason","PD_Tenure","TimeTaken","wgcta.d.theta.score","wgcta.e.theta.score","wgcta.norm.group","wgcta.other.num.answered","wgcta.other.s1.num.answered","wgcta.other.s1.raw.score","wgcta.other.s2.num.answered","wgcta.other.s2.raw.score","wgcta.other.s3.num.answered","wgcta.other.s3.raw.score","wgcta.other.s4.num.answered","wgcta.other.s4.raw.score","wgcta.other.s5.num.answered","wgcta.other.s5.raw.score","wgcta.percentile","wgcta.r.theta.score","wgcta.raw.score","wgcta.retest.completion.status","wgcta.retest.status","wgcta.retest.surveyuser.id","wgcta.t.score","wgcta.theta.score","wgcta.verification.theta"
20197,"2013-08-21 11:18:44","Male","Yes","Mixed - Any other Mixed Background","Arab/Pakistani","20-24 years","Muslim","","No","Bahrain","","LLB","Trainee","Student","As an applicant for a job outside of my current organisation","3 to 4 years",1268,1.99842,-0.08539,"Graduates in Law, Business, Economic or Finance",40,5,5,12,12,5,4,6,6,12,7,98,1.43727,34,,,,66,1.6236,
42603,"2014-11-12 13:25:05","Female","Yes","White - British","","50-54 years","Christian (including Church of England, Catholic, Protestant and all other Christian denominations)","","No","","Bermuda","BA","Barrister and fee paid Employment Judge","Legal Professional","As an applicant for a job outside of my current organisation","21 to 25 years",1486,-0.77165,0.2904,"UK General Population",40,5,0,12,11,5,2,6,4,12,8,66,1.03951,25,,,,54,0.2018,
11242,"2012-10-19 14:49:25","Male","No","White - Any other White Background","","25-29 years","Christian (including Church of England, Catholic, Protestant and all other Christian denominations)","","No","Mexico","","BSc","Financial analyst","Financial Analyst","As an applicant for a job outside of my current organisation","5 to 7 years",1800,-0.27199,0.17717,"Graduates",40,5,2,12,10,5,2,6,5,12,8,49,0.53193,27,,,,50,0.15697,
18656,"2013-06-09 12:35:52","Female","Yes","White - British","","50-54 years","Christian (including Church of England, Catholic, Protestant and all other Christian denominations)","","No","United Kingdom","","Doctoral Degree","Senior Practitioner NSPCC","Other","As an applicant for a job in my current organisation","3 to 4 years",1800,0.19938,-1.22092,"UK General Population",40,5,3,12,7,5,4,6,3,12,4,34,-0.33896,21,,,,46,-0.50444,
26711,"2014-12-12 18:08:20","Prefer not to say","Yes","Prefer not to say","","Prefer not to say","Prefer not to say","","No","United Kingdom","","Master Degree","Analyst","Financial Analyst","As an applicant for a job outside of my current organisation","Less than 1 year",1375,0.37685,-0.55509,"Graduates",40,5,3,12,11,5,4,6,5,12,5,53,0.89873,28,,,,51,0.27394,
45577,"2016-02-03 13:23:26","Male","Yes","White - British","","45-49 years","","","No","United Kingdom","","Higher Education Certificate or Diploma","IT Developer","Information Technology Professional","As an applicant for a job outside of my current organisation","5 to 7 years",1800,0.07592,-0.19693,"UK General Population",40,5,3,12,9,5,4,6,5,12,6,66,0.53255,27,,,,54,0.20028,
20607,"2013-09-25 16:20:14","Male","Yes","Black or Black British - African","","20-24 years","Christian (including Church of England, Catholic, Protestant and all other Christian denominations)","","No","United Kingdom","","BA","Currently Unemployed","Other","As an applicant for a job outside of my current organisation","Less than 1 year",841,-0.39814,-0.83103,"Bank of England Graduate & Internship Applicants 2013",40,5,2,12,11,5,2,6,4,12,3,31,0.89851,22,,,,45,-0.13651,
27495,"2013-12-06 11:41:48","Male","Yes","White - British","","40-44 years","No religion","","No","United Kingdom","","Master Degree","Regeneration and Development Manager","Other","As an applicant for a job outside of my current organisation","11 to 15 years",1800,0.29467,-0.01758,"UK General Population",40,5,4,12,8,5,3,6,4,12,5,54,-0.2583,24,,,,51,-0.0477,
24430,"2013-10-29 07:25:42","Female","Yes","Asian or Asian British - Chinese","","16-19 years","Christian (including Church of England, Catholic, Protestant and all other Christian denominations)","","No","Singapore","","GCSE equivalent","Student","Student","None of the above","8 to 10 years",2402,-0.50188,0.1171,"UK General Population",40,5,0,12,10,5,2,6,6,12,7,58,0.2191,25,,,,52,0.04105,
54433,"2015-11-29 16:28:50","Prefer not to say","Yes","Prefer not to say","","Prefer not to say","Prefer not to say","","No","United Kingdom","","Prefer not to say","  ","Prefer not to say","As an applicant for a job outside of my current organisation","Prefer not to say",1374,0.05478,0.20935,"Managers",40,5,3,12,10,5,3,6,4,12,8,60,0.42402,28,,,,53,0.34568,
25196,"2014-01-25 19:43:21","Female","Yes","Black or Black British - African","","25-29 years","Christian (including Church of England, Catholic, Protestant and all other Christian denominations)","","No","Nigeria","","Master Degree","Customer Service Representative / Retail Operative","Customer Service","As an applicant for a job outside of my current organisation","1 to 2 years",1800,-0.62907,-1.42668,"Graduates",33,5,3,12,4,5,4,6,3,5,2,1,-1.03387,16,,,,20,-1.50393,
9364,"2012-11-15 20:20:13","Male","Yes","Asian or Asian British - Indian","","20-24 years","No religion","","No","United Kingdom","","Master Degree","SEM: Analyst","Marketing Professional","As an applicant for a job outside of my current organisation","Less than 1 year",1591,2.10011,1.27106,"Graduates",40,5,5,12,11,5,5,6,6,12,11,99,0.92735,38,,,,67,2.09907,
54286,"2015-11-30 11:30:27","Male","Yes","White - British","","35-39 years","Christian (including Church of England, Catholic, Protestant and all other Christian denominations)","","No","United Kingdom","","BA","Commercial Director","Other","As an applicant for a job outside of my current organisation","1 to 2 years",1693,0.51793,0.03372,"Senior Management",40,5,3,12,11,5,5,6,4,12,7,75,1.16829,30,,,,57,0.9292,
48775,"2015-04-01 21:54:10","Female","","White - British","","20-24 years","Christian (including Church of England, Catholic, Protestant and all other Christian denominations)","","No","","","LLB","Student","Student","As an applicant for a job outside of my current organisation","Less than 1 year",1365,0.93963,0.07733,"Graduates in Law, Business, Economic or Finance",40,5,3,12,11,5,4,6,6,12,7,87,1.25477,31,,,,61,0.91837,
31267,"2014-03-20 12:22:43","Female","Yes","White - British","","35-39 years","No religion","","No","United Kingdom","","Higher Education Certificate or Diploma","Dental hygienist ","Other","As an applicant for a job in my current organisation","11 to 15 years",1503,-0.64701,-0.2418,"UK General Population",40,5,1,12,9,5,2,6,6,12,6,50,0.37479,24,,,,50,-0.14742,
43896,"2014-11-10 09:57:43","Female","Yes","White - British","","20-24 years","Christian (including Church of England, Catholic, Protestant and all other Christian denominations)","","No","United Kingdom","","Other","Licensing Officer","Other","As an applicant for a job outside of my current organisation","1 to 2 years",1384,-0.80052,-0.12772,"UK General Population",40,5,3,12,9,5,2,6,4,12,8,50,0.37957,26,,,,50,-0.1645,
16353,"2013-02-18 22:55:47","Female","Yes","White - British","","30-34 years","Christian (including Church of England, Catholic, Protestant and all other Christian denominations)","","No","United Kingdom","","BA","Deputy Director of Human Resources","Human Resource Professional","As an applicant for a job outside of my current organisation","5 to 7 years",1440,1.1454,1.05691,"Senior Management",40,5,4,12,12,5,4,6,5,12,10,93,1.27892,35,,,,62,1.5993,
47048,"2015-02-02 13:57:32","Female","Yes","Asian or Asian British - Pakistani","","30-34 years","Muslim","","No","United Kingdom","","Other","Locum Solicitor","Legal Professional","As an applicant for a job in my current organisation","Less than 1 year",1524,0.63338,-0.14105,"Managers",40,5,4,12,9,5,4,6,4,12,7,60,0.26477,28,,,,53,0.32684,
35014,"2014-07-11 08:47:27","Male","Yes","White - British","","25-29 years","Christian (including Church of England, Catholic, Protestant and all other Christian denominations)","","No","United Kingdom","","Master Degree","Senior Systems Design Engineer","Engineer","For professional development","3 to 4 years",1501,1.33442,-0.00722,"Senior Management",40,5,5,12,9,5,5,6,4,12,6,48,-0.06339,29,,,,50,0.34207,
16117,"2013-03-19 10:55:37","Male","Yes","White - British","","60-64 years","Prefer not to say","","No","United Kingdom","","Doctoral Degree","Non-Executive Director","Medical Professional","As an applicant for a job outside of my current organisation","3 to 4 years",1276,0.5181,0.61192,"UK General Population",40,5,4,12,11,5,4,6,4,12,8,90,0.90254,31,,,,63,0.93694,
34354,"2014-04-29 17:49:41","Female","Yes","White - British","","45-49 years","No religion","","No","United Kingdom","","Master Degree","Programme Leader Graduate LLB","Legal Professional","As an applicant for a job outside of my current organisation","11 to 15 years",1695,-0.36571,0.26223,"Senior Management",39,5,4,12,10,4,4,6,3,12,8,53,0.5636,29,,,,51,0.45922,
43182,"2014-11-17 19:14:08","Male","Yes","White - British","","55-59 years","Christian (including Church of England, Catholic, Protestant and all other Christian denominations)","","No","United Kingdom","","Other","ORAL SURGERON ","Medical Professional","As an applicant for a job outside of my current organisation","26 years or more",1754,0.94203,0.29348,"UK General Population",40,5,4,12,12,5,5,6,5,12,8,90,1.26991,34,,,,63,0.99532,
18488,"2013-05-30 07:36:22","Female","","Black or Black British - Caribbean","","45-49 years","Christian (including Church of England, Catholic, Protestant and all other Christian denominations)","","No","England","","Other","Self-employed","Legal Professional","As an applicant for a job in my current organisation","21 to 25 years",1042,0.52494,-0.16898,"Public Sector Managers",40,5,3,12,11,5,4,6,4,12,6,67,1.13335,28,,,,55,0.55909,
7113,"2015-12-01 15:11:20","Male","Yes","White - Any other White Background","","30-34 years","Christian (including Church of England, Catholic, Protestant and all other Christian denominations)","","No","United States of America","","BA","Regional Sales Director","Medical Professional","As an applicant for a job in my current organisation","3 to 4 years",1670,-0.33939,-0.18428,"Senior Management",40,5,3,12,12,5,2,6,6,12,7,43,1.2858,30,,,,49,0.2416,
11989,"2012-10-09 10:03:24","Female","Yes","Black or Black British - Caribbean","","35-39 years","Christian (including Church of England, Catholic, Protestant and all other Christian denominations)","","No","United Kingdom","","Other","Support Worker","Other","For professional development","Less than 1 year",1451,1.40234,-0.06368,"UK General Population",40,5,5,12,11,5,4,6,5,12,8,90,0.93661,33,,,,63,0.98675,
1807,"2013-01-13 18:43:47","Male","Yes","White - British","","20-24 years","No religion","","No","United Kingdom","","A-Level Scottish Highers or equivalent","Vacation Scheme Summer 2013","Student","As an applicant for a job outside of my current organisation","3 to 4 years",1743,1.20422,0.71537,"Hogan Lovells Graduates",40,5,4,12,10,5,5,6,4,12,11,59,0.35038,34,,,,52,0.92767,
33997,"2014-04-15 05:23:28","Female","Yes","","Gulf countries","35-39 years","Muslim","","Specific Learning Difficulty other than dyslexia","United Arab Emirates","","Higher Education Certificate or Diploma","Cheif training resercher and performance appraisal","Human Resource Professional","As an applicant for a job in my current organisation","5 to 7 years",989,-0.59632,0.10614,"Public Sector High Flyer Development Programmes",39,5,1,12,5,5,4,5,4,12,8,13,-0.89166,22,,,,39,-0.66451,
21872,"2013-11-13 22:59:24","Female","No","White - Any other White Background","","","Prefer not to say","","No","Iran","","BA","Student","Human Resource Professional","As an applicant for a job outside of my current organisation","16 to 20 years",1808,-2.06854,-0.80352,"Bank of England Graduate & Internship Applicants 2013",40,5,0,12,4,5,1,6,3,12,5,1,-1.42635,13,,,,20,-1.99444,
17511,"2013-03-21 11:17:47","Male","Yes","White - British","","40-44 years","No religion","","No","United Kingdom","","Prefer not to say","Fire Officer","Fire-fighter","As an applicant for a job in my current organisation","16 to 20 years",1769,1.31345,0.5436,"Public Sector Managers",40,5,4,12,8,5,4,6,5,12,9,62,-0.15184,30,,,,54,0.42108,
55724,"2016-02-09 10:54:54","Male","Yes","Black or Black British - Any other Black Background","","40-44 years","Prefer not to say","","No","United Kingdom","","Master Degree","Lawyer","Legal Professional","As an applicant for a job outside of my current organisation","11 to 15 years",1802,0.3998,-0.66573,"Managers",40,5,2,12,10,5,4,6,5,12,6,60,0.70876,27,,,,53,0.34037,
45936,"2014-12-08 12:35:23","Female","Yes","Asian or Asian British - Indian","","30-34 years","Sikh","","No","United Kingdom","","Master Degree","HR Manager","Human Resource Professional","As an applicant for a job outside of my current organisation","Less than 1 year",1589,-0.76993,-0.61883,"Senior Management",40,5,2,12,5,5,2,6,4,12,5,3,-1.27298,18,,,,26,-1.28915,
50023,"2015-06-19 03:37:37","Male","No","Asian or Asian British - Any other Asian Background","Malay","30-34 years","Muslim","","No","Indonesia","","Master Degree","Asst. Manager - TM&OD","Human Resource Professional","As part of a trial","5 to 7 years",1755,-0.81604,-0.08227,"Singapore General Population",40,5,2,12,5,5,3,6,5,12,6,7,-1.69453,21,,,,35,-1.40471,
11414,"2012-10-24 19:23:42","Female","Yes","Black or Black British - African","","16-19 years","Christian (including Church of England, Catholic, Protestant and all other Christian denominations)","","No","United Kingdom","","A-Level Scottish Highers or equivalent","Student","Student","As an applicant for a job outside of my current organisation","1 to 2 years",1023,-0.95392,-1.30355,"Graduates",40,5,3,12,3,5,3,6,1,12,3,1,-1.32511,13,,,,20,-1.50374,
36350,"2014-08-08 17:46:40","Female","Yes","White - British","","20-24 years","Christian (including Church of England, Catholic, Protestant and all other Christian denominations)","","No","United Kingdom","","LLB","Assessor","Administrative/Clerical","As an applicant for a job outside of my current organisation","Less than 1 year",1160,0.17893,0.22209,"UK General Population",40,5,3,12,3,5,3,6,4,12,9,7,-1.68503,22,,,,35,-1.12937,
10131,"2012-10-20 19:24:57","Female","No","White - Any other White Background","","30-34 years","Christian (including Church of England, Catholic, Protestant and all other Christian denominations)","","No","Italy","","Master Degree","Unemployed","Accountant","For professional development","3 to 4 years",1542,-0.87989,-1.97631,"Graduates",40,5,2,12,7,5,3,6,2,12,1,4,-0.21643,15,,,,30,-1.26833,
42930,"2014-10-22 19:38:18","Female","Yes","Asian or Asian British - Pakistani","","40-44 years","Muslim","","No","United Kingdom","","BEd","house wife","Teacher","None of the above","8 to 10 years",1027,-0.51074,-0.76511,"UK General Population",40,5,1,12,6,5,3,6,4,12,6,7,-1.32273,20,,,,35,-1.15929,
17787,"2013-11-11 20:52:55","Male","Yes","Asian or Asian British - Indian","","45-49 years","Hindu","","No","Kenya","","Higher Education Certificate or Diploma","Commercial Trading Underwriter","Other","As an applicant for a job outside of my current organisation","16 to 20 years",1800,-1.355,-1.97758,"UK General Population",24,5,1,12,8,5,2,2,0,0,0,1,-0.21802,11,,,,25,-1.60835,
17227,"2014-07-02 11:21:44","Female","Yes","White - British","","40-44 years","Christian (including Church of England, Catholic, Protestant and all other Christian denominations)","","","United Kingdom","","Other","Employed Barrister","Legal Professional","As an applicant for a job outside of my current organisation","Less than 1 year",1800,-0.66573,0.802,"UK General Population",40,5,2,12,9,5,1,6,5,12,9,58,0.05168,26,,,,52,-0.01202,
9521,"2012-11-15 13:21:43","Male","No","White - Any other White Background","Cypriot","20-24 years","Christian (including Church of England, Catholic, Protestant and all other Christian denominations)","","No","Cyprus","","BSc","Student","Student","As an applicant for a job in my current organisation","1 to 2 years",1088,-0.91156,-0.28188,"Graduates",40,5,0,12,11,5,2,6,4,12,7,44,0.70004,24,,,,49,-0.02096,
44739,"2014-11-17 17:55:24","Female","No","Asian or Asian British - Chinese","","16-19 years","No religion","","No","China","","A-Level Scottish Highers or equivalent","Student","Student","None of the above","Less than 1 year",1568,-0.55237,-0.83135,"Graduates",40,5,1,12,8,5,3,6,5,12,7,30,0.3261,24,,,,45,-0.32934,
11745,"2012-09-25 16:57:52","Prefer not to say","Yes","Prefer not to say","","Prefer not to say","No religion","","No","United Kingdom","","Prefer not to say","Student","Prefer not to say","As an applicant for a job outside of my current organisation","Prefer not to say",1010,-1.31213,-0.57597,"Graduates",40,5,0,12,9,5,1,6,5,12,7,19,-0.11261,22,,,,41,-0.55629,
48160,"2015-03-29 18:05:27","Prefer not to say","Yes","Prefer not to say","","Prefer not to say","No religion","","No","Prefer not to say","","Higher Education Certificate or Diploma","Acting Chief Executive","Other","For professional development","Less than 1 year",1800,-0.63777,0.02293,"Public Sector Managers",40,5,0,12,4,5,4,6,4,12,8,3,-1.69683,20,,,,29,-1.30154,
57445,"2016-03-17 14:59:04","Male","Yes","White - Any other White Background","","25-29 years","No religion","","No","New Zealand","","LLB","Lawyer (New Zealand Qualified)","Legal Professional","As an applicant for a job outside of my current organisation","5 to 7 years",1777,0.93665,0.88031,"UK General Population",40,5,3,12,12,5,5,6,5,12,10,98,1.51847,35,,,,71,1.50806,
28541,"2014-04-28 10:19:10","Male","Yes","White - British","","30-34 years","No religion","","No","United Kingdom","","BA","N/A","Other","As an applicant for a job outside of my current organisation","3 to 4 years",1586,0.88677,0.56418,"UK General Population",40,5,3,12,9,5,5,6,4,12,8,84,0.08619,29,,,,60,0.72629,
8508,"2012-07-19 22:38:51","Male","Yes","White - British","","50-54 years","No religion","","No","England","","Other","Service Manager Economic Regeneration","Other","As an applicant for a job outside of my current organisation","8 to 10 years",1800,0.9027,-1.05417,"Senior Management",33,5,2,12,10,5,4,6,6,5,3,33,0.17517,25,,,,46,-0.0221,
56807,"2016-02-19 14:16:09","Female","","White - British","","25-29 years","Christian (including Church of England, Catholic, Protestant and all other Christian denominations)","","Disability, special need or medical condition not listed above","United Kingdom","","Master Degree","Assistant Psychologist","Medical Professional","As an applicant for a job in my current organisation","1 to 2 years",1800,0.62316,-0.29181,"UK General Population",40,5,4,12,11,5,4,6,5,12,6,84,1.08636,30,,,,60,0.79048,
53038,"2015-11-03 15:10:18","Male","No","Asian or Asian British - Pakistani","","30-34 years","Muslim","","No","Pakistan","","Other","Manager","Other","For professional development","8 to 10 years",1357,-0.65183,-1.10242,"UK General Population",40,5,2,12,7,5,3,6,5,12,4,7,-0.67611,21,,,,35,-1.13257,
11045,"2012-11-16 10:42:03","Male","Yes","Asian or Asian British - Pakistani","","25-29 years","Muslim","","No","United Kingdom","","Master Degree","Programme Officer","Other","As an applicant for a job outside of my current organisation","1 to 2 years",1486,0.93573,1.66979,"Graduates",40,5,4,12,11,5,4,6,5,12,12,96,0.92727,36,,,,64,1.57504,
46408,"2015-01-06 16:34:01","Female","Yes","White - British","","20-24 years","No religion","","No","United Kingdom","","A-Level Scottish Highers or equivalent","Summer vacation scheme","Student","As an applicant for a job outside of my current organisation","3 to 4 years",1802,1.75109,0.97215,"Graduates",40,5,5,12,12,5,5,6,6,12,10,99,1.44219,38,,,,69,2.1219,
13407,"2012-11-21 11:35:30","","","","","","","","","","","","","","","",1800,-2.24411,-1.79406,"UK General Population",0,0,0,0,0,0,0,0,0,0,0,0,-2.11056,0,,,,25,-2.88715,
38494,"2014-09-02 10:04:49","Female","No","Asian or Asian British - Chinese","","40-44 years","No religion","","No","China","","Master Degree","Legal Entity Reporting Accountant","Accountant","As an applicant for a job outside of my current organisation","3 to 4 years",1800,-0.22907,-1.4732,"Executive Search candidates (UK)",28,5,4,12,5,4,3,6,3,1,0,3,-0.8538,15,,,,26,-1.20693,
4757,"2016-01-17 11:38:30","Male","Yes","Asian or Asian British - Indian","","16-19 years","Sikh","","No","United Kingdom","","A-Level Scottish Highers or equivalent","Student","Student","As an applicant for a job outside of my current organisation","1 to 2 years",1743,0.73381,0.50415,"Hogan Lovells Graduates",40,5,3,12,10,5,4,6,6,12,8,59,0.75696,31,,,,52,0.96379,
41529,"2014-11-19 20:34:30","Female","No","Black or Black British - African","","35-39 years","Christian (including Church of England, Catholic, Protestant and all other Christian denominations)","","No","Zambia","","Higher Education Certificate or Diploma","Student","Student","As an applicant for a job outside of my current organisation","3 to 4 years",1800,-1.78402,-1.35141,"Bank of England Graduate & Internship Applicants 2014",25,5,4,12,8,5,2,0,0,3,1,1,0.08564,15,,,,26,-1.43883,
44406,"2015-09-17 11:58:29","Male","No","White - Any other White Background","","50-54 years","No religion","","No","Belgium","","Doctoral Degree","CRO","Other","As an applicant for a job outside of my current organisation","5 to 7 years",1800,0.37511,0.39301,"Managers",40,5,3,12,11,5,4,6,5,12,7,85,1.10969,30,,,,60,1.02154,
5594,"2011-12-07 14:36:14","Male","Yes","White - British","","30-34 years","No religion","","No","United Kingdom","","Doctoral Degree","Senior Scientist","Other","As an applicant for a job outside of my current organisation","3 to 4 years",1744,1.03937,0.05503,"UK General Population",40,5,1,12,11,5,5,6,6,12,6,86,1.08916,29,,,,61,0.89024,
14491,"2013-02-08 15:09:51","Female","Yes","White - Irish","","20-24 years","Christian (including Church of England, Catholic, Protestant and all other Christian denominations)","","Dyslexia","United Kingdom","","A-Level Scottish Highers or equivalent","Undergraduate Student ","Retail Sales","As an applicant for a job outside of my current organisation","Less than 1 year",1805,-0.38029,-0.46293,"Executive Search candidates (UK)",40,5,3,12,8,5,2,6,4,12,6,23,0.09646,23,,,,42,-0.2466,
37249,"2014-07-31 19:10:52","Female","Yes","Black or Black British - African","","40-44 years","Christian (including Church of England, Catholic, Protestant and all other Christian denominations)","","No","Nigeria","","Master Degree","Senior Accountant","Accountant","As an applicant for a job outside of my current organisation","16 to 20 years",1654,-1.04236,-0.47414,"Public Sector Managers",40,5,0,12,9,5,3,6,4,12,4,15,-0.30834,20,,,,40,-0.71457,
50162,"2015-08-10 11:13:56","Female","Yes","White - British","","50-54 years","","","No","United Kingdom","","BA","Regional Transition Director","Other","As an applicant for a job outside of my current organisation","1 to 2 years",1690,0.88142,0.02237,"UK General Population",40,5,4,12,10,5,5,6,5,12,6,62,-0.13087,30,,,,53,0.17052,
27494,"2013-12-02 20:52:54","Male","Yes","White - British","","50-54 years","Christian (including Church of England, Catholic, Protestant and all other Christian denominations)","","No","Nigeria","","BSc","National Director","Other","As an applicant for a job outside of my current organisation","3 to 4 years",1800,-1.1527,-1.76058,"UK General Population",20,5,4,12,9,3,2,0,0,0,0,16,0.54045,15,,,,40,-0.89484,
35935,"2014-12-19 13:54:44","Male","Yes","White - British","","16-19 years","Christian (including Church of England, Catholic, Protestant and all other Christian denominations)","","No","England","","A-Level Scottish Highers or equivalent","~","Prefer not to say","None of the above","Prefer not to say",1800,-0.3911,-1.36915,"UK General Population",34,5,1,12,9,5,3,6,3,6,4,24,0.25187,20,,,,43,-0.61285,
32452,"2014-03-22 18:26:54","Male","Yes","White - British","","50-54 years","No religion","","No","United Kingdom","","Master Degree","Clinical/Academic Lead for National Examination Board for Dental Nurses","Medical Professional","As an applicant for a job outside of my current organisation","Less than 1 year",944,1.56815,-1.12363,"UK General Population",40,5,4,12,11,5,5,6,6,12,4,82,1.189,30,,,,59,0.67442,
2169,"2013-03-15 13:36:22","Female","Yes","Asian or Asian British - Chinese","","25-29 years","No religion","","No","China","","Master Degree","N/A","Student","As an applicant for a job outside of my current organisation","21 to 25 years",1800,0.70603,0.43355,"Hogan Lovells Graduates",40,5,3,12,9,5,3,6,6,12,7,18,0.1187,28,,,,40,0.52488,
13663,"2012-12-12 08:55:49","Female","Yes","White - British","","45-49 years","Christian (including Church of England, Catholic, Protestant and all other Christian denominations)","","No","United Kingdom","","Master Degree","Assistant Director","Other","As an applicant for a job in my current organisation","8 to 10 years",1800,0.84386,-0.66319,"Public Sector Managers",40,5,2,12,10,5,4,6,6,12,6,54,0.26453,28,,,,52,0.25186,
23951,"2013-10-07 08:19:30","Male","Yes","White - British","","25-29 years","Christian (including Church of England, Catholic, Protestant and all other Christian denominations)","","No","United Kingdom","","BA","Assistant Manager","Accountant","As an applicant for a job outside of my current organisation","5 to 7 years",1800,2.03056,1.58333,"Executive Search candidates (UK)",40,5,5,12,10,5,5,6,5,12,11,90,0.03176,36,,,,61,1.35834,
361,"2011-10-14 08:58:59","Male","Yes","White - Irish","","35-39 years","No religion","","No","Ireland","","Master Degree","HR Business Partner","Human Resource Professional","As an applicant for a job outside of my current organisation","5 to 7 years",1798,-1.38006,-1.59336,"UK General Population",40,5,3,12,5,5,2,6,3,12,4,0,-1.00381,17,,,,25,-1.78148,
3081,"2014-08-03 20:27:33","Female","Yes","Mixed - White and Asian","","20-24 years","No religion","","No","Italy","","BA","Student","Student","As an applicant for a job outside of my current organisation","1 to 2 years",1167,1.14827,0.34565,"Hogan Lovells Graduates",40,5,5,12,12,5,4,6,6,12,9,88,1.47505,36,,,,61,1.52423,
15634,"2013-03-21 20:31:22","Female","Yes","White - British","","55-59 years","Christian (including Church of England, Catholic, Protestant and all other Christian denominations)","","No","England","","A-Level Scottish Highers or equivalent","Investigating Committee Team Manager","Other","As an applicant for a job outside of my current organisation","Less than 1 year",1580,0.38112,0.10524,"UK General Population",40,5,1,12,8,5,5,6,4,12,8,62,-0.21298,26,,,,53,0.1138,
20135,"2014-02-21 11:24:14","Female","Yes","Asian or Asian British - Indian","","16-19 years","Sikh","","No","United Kingdom","","GCSE equivalent","Student","Student","None of the above","11 to 15 years",1717,-1.10124,-0.90169,"UK General Population",40,5,1,12,8,5,2,6,5,12,6,12,-0.49929,22,,,,38,-1.0458,
9024,"2012-09-15 12:13:22","Female","Yes","Black or Black British - Caribbean","","45-49 years","Christian (including Church of England, Catholic, Protestant and all other Christian denominations)","","No","United Kingdom","","Other","Customer Services Manager","Customer Service","As an applicant for a job outside of my current organisation","1 to 2 years",1015,-1.21736,-0.16634,"UK General Population",40,5,2,12,10,5,1,6,3,12,7,38,0.21399,23,,,,47,-0.37117,
55940,"2016-03-01 18:28:21","Female","Yes","Mixed - Any other Mixed Background","White British & South American ","25-29 years","No religion","","No","United Kingdom","","BSc","Adoption Service Co-Ordinator","Administrative/Clerical","As an applicant for a job outside of my current organisation","1 to 2 years",1789,0.91817,-0.54604,"UK General Population",40,5,3,12,9,5,5,6,5,12,5,58,-0.03601,27,,,,52,0.01787,
12777,"2014-12-09 15:37:28","Female","Yes","White - British","","20-24 years","Christian (including Church of England, Catholic, Protestant and all other Christian denominations)","","No","United Kingdom","","BA","Student","Student","As an applicant for a job outside of my current organisation","16 to 20 years",1801,0.4362,0.67002,"UK General Population",40,5,5,12,9,5,4,6,4,12,9,84,0.46038,31,,,,60,0.77072,
4575,"2015-11-15 12:06:36","Male","Yes","White - British","","16-19 years","No religion","","No","United Kingdom","","A-Level Scottish Highers or equivalent","Vacation Scheme","Student","As an applicant for a job outside of my current organisation","1 to 2 years",1359,0.70381,1.08649,"Hogan Lovells Graduates",40,5,4,12,9,5,5,6,3,12,10,59,0.23217,31,,,,52,0.98184,
34393,"2014-04-29 23:06:19","Female","Yes","White - British","","30-34 years","Christian (including Church of England, Catholic, Protestant and all other Christian denominations)","","No","United Kingdom","","LLB","Assistant Parliamentary Counsel","Legal Professional","As an applicant for a job outside of my current organisation","5 to 7 years",1800,-1.22373,-0.5444,"Senior Management",40,5,0,12,8,5,3,6,3,12,6,10,-0.04176,20,,,,36,-0.74011,
53885,"2015-12-08 09:32:53","Male","Yes","White - British","","20-24 years","No religion","","No","United Kingdom","","A-Level Scottish Highers or equivalent","Full-Time Student","Student","As an applicant for a job outside of my current organisation","3 to 4 years",1290,0.21411,0.34806,"Graduates",40,5,4,12,6,5,3,6,3,12,8,17,-1.31637,24,,,,40,-0.62966,
5396,"2016-03-31 19:12:45","Male","","White - British","","20-24 years","No religion","","No","","","LLB","Masters Student","Student","As an applicant for a job outside of my current organisation","5 to 7 years",1800,-0.18138,0.80632,"Hogan Lovells Graduates",40,5,1,12,8,5,3,6,6,12,9,9,-0.05381,27,,,,35,0.18356,
6860,"2012-03-17 11:13:36","Female","Yes","White - British","","25-29 years","Christian (including Church of England, Catholic, Protestant and all other Christian denominations)","","No","United Kingdom","","BA","Assisstant Officer","Administrative/Clerical","As an applicant for a job outside of my current organisation","3 to 4 years",1217,0.3401,-0.53318,"Graduates",40,5,4,12,9,5,4,6,4,12,5,49,0.2198,26,,,,50,0.09115,
1672,"2012-11-28 09:50:28","Female","Yes","White - British","","20-24 years","Christian (including Church of England, Catholic, Protestant and all other Christian denominations)","","No","United Kingdom","","BSc","Student","Student","As an applicant for a job outside of my current organisation","16 to 20 years",1800,0.35944,0.69678,"Hogan Lovells Graduates",40,5,3,12,8,5,3,6,5,12,9,9,-0.07005,28,,,,35,0.36234,
