"ID","EndTime","Sex","Is.English.your.primary.language.","Ethnic.group","Other.ethnic.group","Age..Range.in.years.","What.is.your.religion.","Other.religion","Do.you.consider.yourself.to.have.a.disability..If.yes..please.select.from.the.options.which.best.describes.your.disability...br...Please.note..The.information.you.provide.here.may.not.be.shared.with.the.organisation.that.asked.you.to.take.the.test..If.you.wish.them.to.be.aware.of.your.disability.you.should.contact.them.directly.","Country.of.birth","Other.country.of.birth","PD_Education","PD_JobTitle","PD_Occupation","PD_Reason","PD_Tenure","TimeTaken","wgcta.d.theta.score","wgcta.e.theta.score","wgcta.norm.group","wgcta.other.num.answered","wgcta.other.s1.num.answered","wgcta.other.s1.raw.score","wgcta.other.s2.num.answered","wgcta.other.s2.raw.score","wgcta.other.s3.num.answered","wgcta.other.s3.raw.score","wgcta.other.s4.num.answered","wgcta.other.s4.raw.score","wgcta.other.s5.num.answered","wgcta.other.s5.raw.score","wgcta.percentile","wgcta.r.theta.score","wgcta.raw.score","wgcta.retest.completion.status","wgcta.retest.status","wgcta.retest.surveyuser.id","wgcta.t.score","wgcta.theta.score","wgcta.verification.theta"
53733,"2016-01-14 23:04:50","Female","Yes","Asian or Asian British - Bangladeshi","","20-24 years","Muslim","","No","United Kingdom","","A-Level Scottish Highers or equivalent","Student","Student","As an applicant for a job outside of my current organisation","3 to 4 years",1511,-0.61896,0.11133,"Graduates",40,5,1,12,8,5,4,6,3,12,9,30,-0.22206,25,,,,45,-0.31546,
47165,"2015-02-02 23:20:50","Female","Yes","Mixed - Any other Mixed Background","White British / Irish, African-American, Portuguese","25-29 years","No religion","","No","United Kingdom","","LLB","FAMILY LAWYER","Legal Professional","As an applicant for a job outside of my current organisation","1 to 2 years",1687,0.13976,0.59423,"Managers",40,5,3,12,7,5,4,6,5,12,9,60,0.08421,28,,,,53,0.3786,
36147,"2016-03-18 13:35:25","Female","No","Asian or Asian British - Indian","","16-19 years","Christian (including Church of England, Catholic, Protestant and all other Christian denominations)","","No","India","","GCSE or equivalent","supervisor ","Student","For professional development","3 to 4 years",1511,-0.24628,-0.83217,"UK General Population",40,5,3,12,9,5,3,6,4,12,5,16,-0.80566,24,,,,40,-0.81917,
19228,"2013-07-24 23:01:03","Male","Yes","White - British","","45-49 years","Christian (including Church of England, Catholic, Protestant and all other Christian denominations)","","No","United Kingdom","","Higher Education Certificate or Diploma","Business Relationship Manager","Information Technology Professional","As an applicant for a job outside of my current organisation","11 to 15 years",1800,0.95262,-0.78641,"Managers",40,5,3,12,10,5,5,6,4,12,5,65,0.72054,27,,,,54,0.40674,
23370,"2014-06-04 14:58:09","Male","Yes","Asian or Asian British - Bangladeshi","","20-24 years","Muslim","","Deaf or hard of hearing","United Kingdom","","Master Degree","Student","Student","As an applicant for a job outside of my current organisation","3 to 4 years",2056,-0.37275,0.1962,"Bank of England Graduate & Internship Applicants 2013",40,5,3,12,9,5,3,6,3,12,7,38,0.07075,25,,,,47,0.00809,
8475,"2012-11-05 19:24:51","Male","Yes","White - British","","30-34 years","No religion","","No","United Kingdom","","BSc","Design Manager","Engineer","For professional development","11 to 15 years",1714,0.06567,-0.18809,"UK General Population",40,5,2,12,4,5,3,6,4,12,6,38,-0.74019,19,,,,47,-0.41956,
55622,"2016-02-09 11:27:22","Female","Yes","Asian or Asian British - Indian","","30-34 years","Sikh","","No","United Kingdom","","LLB","HMRC Lawyer","Legal Professional","As an applicant for a job outside of my current organisation","5 to 7 years",1800,0.84848,-0.24232,"Managers",40,5,4,12,8,5,4,6,6,12,5,65,0.13597,27,,,,54,0.4564,
4071,"2015-07-06 21:30:46","Female","","White - British","","20-24 years","No religion","","No","","","LLB","Student","Student","As an applicant for a job outside of my current organisation","3 to 4 years",1624,-0.26493,0.11874,"Hogan Lovells Graduates",40,5,3,12,9,5,3,6,4,12,7,5,0.43853,26,,,,31,0.17829,
15682,"2013-03-11 20:19:55","Female","Yes","Black or Black British - Caribbean","","45-49 years","Christian (including Church of England, Catholic, Protestant and all other Christian denominations)","","No","United Kingdom","","LLB","trust solicitor ","Legal Professional","As an applicant for a job outside of my current organisation","16 to 20 years",1567,0.10343,-0.82559,"UK General Population",40,5,3,12,7,5,2,6,4,12,5,38,-0.26401,21,,,,47,-0.38154,
43475,"2014-11-14 20:24:43","Female","","White - British","","50-54 years","Christian (including Church of England, Catholic, Protestant and all other Christian denominations)","","No","United Kingdom","","Other","Senior Community Dentist","Medical Professional","As an applicant for a job outside of my current organisation","11 to 15 years",1801,-0.26726,-0.29456,"UK General Population",40,5,3,12,10,5,3,6,5,12,6,58,0.62479,27,,,,52,0.05929,
45990,"2015-03-12 10:54:06","Female","Yes","Mixed - Any other Mixed Background","","25-29 years","Christian (including Church of England, Catholic, Protestant and all other Christian denominations)","","No","United Kingdom","","BSc","N/A","Legal Professional","As an applicant for a job outside of my current organisation","1 to 2 years",1797,0.14018,0.17559,"UK General Population",40,5,3,12,10,5,4,6,5,12,8,76,0.56141,30,,,,57,0.44157,
37956,"2014-08-10 21:27:39","Female","No","White - Any other White Background","","25-29 years","Prefer not to say","","No","France","","Master Degree","Student","Student","As an applicant for a job outside of my current organisation","Prefer not to say",1799,0.86891,0.44807,"UK Public Sector Graduates",40,5,4,12,11,5,4,6,4,12,10,90,0.91968,33,,,,61,1.26155,
926,"2012-02-04 17:07:14","Prefer not to say","Yes","Prefer not to say","","Prefer not to say","Prefer not to say","","No","United Kingdom","","A-Level Scottish Highers or equivalent","Student","Student","As an applicant for a job outside of my current organisation","16 to 20 years",1570,0.22054,0.08747,"Hogan Lovells Graduates",40,5,2,12,10,5,3,6,6,12,7,9,0.34685,28,,,,35,0.32689,
3189,"2014-10-31 21:48:45","Female","Yes","White - British","","20-24 years","Christian (including Church of England, Catholic, Protestant and all other Christian denominations)","","No","United Kingdom","","A-Level Scottish Highers or equivalent","Student","Student","As an applicant for a job outside of my current organisation","3 to 4 years",1781,-0.3598,0.6666,"Hogan Lovells Graduates",40,5,1,12,7,5,2,6,4,12,9,2,-0.46641,23,,,,26,-0.13623,
37488,"2015-03-22 12:17:49","Female","Yes","Mixed - White and Asian","","30-34 years","No religion","","No","United Kingdom","","LLB","Senior Officer (National Crime Agency)","Other","As an applicant for a job outside of my current organisation","5 to 7 years",1775,-0.02423,0.26192,"UK General Population",40,5,1,12,12,5,4,6,6,12,7,82,1.38307,30,,,,59,0.69291,
8484,"2012-10-23 12:05:40","Male","Yes","White - British","","30-34 years","Christian (including Church of England, Catholic, Protestant and all other Christian denominations)","","No","United Kingdom","","BEng","Design Manager","Engineer","For professional development","16 to 20 years",1362,0.05221,0.46002,"UK General Population",40,5,2,12,9,5,3,6,4,12,9,62,-0.06277,27,,,,53,0.16316,
24185,"2013-10-17 20:34:50","Female","Yes","Asian or Asian British - Indian","","25-29 years","Hindu","","No","United Kingdom","","Other","TRAINEE CASE MANAGER","Other","As an applicant for a job outside of my current organisation","1 to 2 years",1726,-1.29362,-1.64304,"UK General Population",40,5,1,12,6,5,1,6,5,12,2,1,-0.9464,15,,,,25,-1.62442,
30571,"2014-02-25 09:05:51","Male","Yes","White - British","","30-34 years","Christian (including Church of England, Catholic, Protestant and all other Christian denominations)","","No","United Kingdom","","BA","Manager","Other","For professional development","1 to 2 years",1084,-0.90191,-1.56485,"UK General Population",40,5,2,12,10,5,5,6,2,12,3,24,0.78262,22,,,,43,-0.63674,
49742,"2015-06-04 10:10:25","Female","Yes","White - British","","20-24 years","No religion","","No","United Kingdom","","LLB","Retail Assistant","Retail Sales","As an applicant for a job outside of my current organisation","1 to 2 years",1798,-0.16585,0.38195,"Graduates",40,5,4,12,8,5,2,6,4,12,9,44,-0.0041,27,,,,49,0.04221,
22219,"2013-11-15 17:10:19","Male","Yes","Black or Black British - African","","16-19 years","Christian (including Church of England, Catholic, Protestant and all other Christian denominations)","","No","South Africa","","A-Level Scottish Highers or equivalent","Student","Student","As an applicant for a job outside of my current organisation","1 to 2 years",1800,0.93963,1.52589,"Bank of England Graduate & Internship Applicants 2013",40,5,4,12,11,5,3,6,6,12,11,95,0.61746,35,,,,66,1.34659,
54560,"2015-11-27 11:41:55","Female","Yes","Asian or Asian British - Chinese","","30-34 years","No religion","","No","China","","LLB","n/a","Consultant","As an applicant for a job outside of my current organisation","Less than 1 year",1728,0.78133,0.57425,"Managers",40,5,3,12,10,5,5,6,4,12,8,88,0.76418,30,,,,61,1.0595,
12895,"2015-06-20 14:21:57","Female","","White - British","","25-29 years","Christian (including Church of England, Catholic, Protestant and all other Christian denominations)","","No","","","Master Degree","Graduate Contracts Engineer","Other","As an applicant for a job outside of my current organisation","1 to 2 years",1800,1.2531,0.60598,"UK General Population",40,5,3,12,11,5,5,6,6,12,7,96,1.09391,32,,,,67,1.25209,
36441,"2014-08-05 18:02:50","Male","Yes","White - British","","30-34 years","No religion","","Disability, special need or medical condition not listed above","United Kingdom","","LLB","Teacher","Teacher","As an applicant for a job outside of my current organisation","5 to 7 years",1795,-0.1531,0.38566,"UK General Population",40,5,2,12,11,5,3,6,6,12,8,84,1.15689,30,,,,60,0.72211,
51020,"2015-08-11 15:46:50","Male","","White - British","","16-19 years","No religion","","No","","","Prefer not to say","x","Prefer not to say","As an applicant for a job in my current organisation","Prefer not to say",1684,0.35682,1.09994,"Executive Search candidates (UK)",40,5,3,12,11,5,4,6,3,12,10,84,0.74194,31,,,,59,1.06633,
45302,"2016-03-27 15:46:42","Male","No","White - Any other White Background","","45-49 years","Christian (including Church of England, Catholic, Protestant and all other Christian denominations)","","No","France","","Master Degree","Managing Director / CEO","Other","As an applicant for a job outside of my current organisation","16 to 20 years",1772,0.34308,0.15424,"UK General Population",40,5,2,12,8,5,5,6,5,12,7,79,0.40682,27,,,,58,0.52914,
42496,"2014-10-30 11:22:49","Male","Yes","White - British","","50-54 years","Christian (including Church of England, Catholic, Protestant and all other Christian denominations)","","No","United Kingdom","","Master Degree","Fitness to Practise Chair - Nursing and Midwifery Council","Legal Professional","As an applicant for a job outside of my current organisation","1 to 2 years",1798,0.42031,1.3252,"UK General Population",40,5,3,12,12,5,5,6,3,12,10,98,1.50697,33,,,,71,1.49574,
39983,"2014-10-13 16:09:22","Male","No","White - Any other White Background","Greek","20-24 years","Christian (including Church of England, Catholic, Protestant and all other Christian denominations)","","No","Greece","","Master Degree","Junior Research Analyst","Consultant","As an applicant for a job outside of my current organisation","Less than 1 year",1800,-0.33158,1.26507,"Bank of England Graduate & Internship Applicants 2014",40,5,4,12,10,5,3,6,2,12,11,75,0.55885,30,,,,56,0.70189,
25024,"2015-01-13 13:53:06","Male","No","White - Any other White Background","German / Austrian","30-34 years","No religion","","No","Germany","","Doctoral Degree","IT Graduate 2015","Student","As an applicant for a job outside of my current organisation","8 to 10 years",1800,0.23038,-0.10649,"Graduates",40,5,2,12,11,5,4,6,5,12,8,49,0.13324,30,,,,50,0.13354,
1998,"2013-02-15 11:37:22","Male","Yes","Asian or Asian British - Chinese","","20-24 years","No religion","","No","Singapore","","A-Level Scottish Highers or equivalent","First year workshop application","Student","None of the above","16 to 20 years",1801,0.33197,1.12638,"Hogan Lovells Graduates",40,5,2,12,7,5,3,6,6,12,10,9,-0.47666,28,,,,35,0.21591,
5373,"2016-03-23 21:13:14","Female","Yes","White - British","","20-24 years","Christian (including Church of England, Catholic, Protestant and all other Christian denominations)","","No","Poland","","Master Degree","Paralegal","Legal Professional","As an applicant for a job outside of my current organisation","1 to 2 years",1800,0.07406,0.55021,"Hogan Lovells Graduates",40,5,3,12,11,5,3,6,4,12,9,33,0.84934,30,,,,45,0.7101,
6989,"2012-05-29 20:05:33","Male","Yes","White - Any other White Background","","45-49 years","Jewish","","No","United States of America","","Other","US A&E/Regional Lawyers Focus Group Leader","Other","For professional development","5 to 7 years",1679,0.26158,0.89127,"Senior Management",40,5,4,12,10,5,3,6,5,12,9,66,0.39323,31,,,,55,0.78825,
40720,"2014-11-17 06:24:57","Male","Yes","Asian or Asian British - Indian","","20-24 years","Hindu","","No","India","","Master Degree","Graduate Jobs","Student","As an applicant for a job outside of my current organisation","1 to 2 years",1788,0.46771,0.22876,"Bank of England Graduate & Internship Applicants 2014",40,5,4,12,10,5,4,6,5,12,9,80,0.72355,32,,,,58,0.82603,
5172,"2016-02-21 13:43:59","Female","Yes","Asian or Asian British - Chinese","","16-19 years","Christian (including Church of England, Catholic, Protestant and all other Christian denominations)","","No","China","","A-Level Scottish Highers or equivalent","Student ","Student","As an applicant for a job outside of my current organisation","Less than 1 year",850,1.09973,-0.13121,"Hogan Lovells Graduates",40,5,3,12,9,5,5,6,6,12,7,18,0.44258,30,,,,40,0.58356,
677,"2011-12-03 15:54:18","Male","Yes","Mixed - White and Asian","","20-24 years","Christian (including Church of England, Catholic, Protestant and all other Christian denominations)","","No","United Kingdom","","A-Level Scottish Highers or equivalent","Student","Student","As an applicant for a job outside of my current organisation","1 to 2 years",1800,-0.11155,-0.0841,"Hogan Lovells Graduates",40,5,3,12,7,5,3,6,3,12,6,2,-0.4342,22,,,,26,-0.26422,
4035,"2015-06-03 20:56:42","Female","Yes","White - British","","20-24 years","No religion","","No","United Kingdom","","BA","Paralegal","Legal Professional","As an applicant for a job outside of my current organisation","Less than 1 year",1800,0.59286,0.69831,"Hogan Lovells Graduates",40,5,3,12,9,5,4,6,5,12,8,59,0.38769,29,,,,52,0.88677,
22764,"2014-03-23 12:49:19","Female","No","Asian or Asian British - Chinese","","20-24 years","No religion","","No","China","","A-Level Scottish Highers or equivalent","Student ","Student","As an applicant for a job outside of my current organisation","Less than 1 year",1800,0.04498,0.15301,"Bank of England Graduate & Internship Applicants 2013",40,5,4,12,12,5,2,6,5,12,7,67,1.48014,30,,,,55,0.52372,
52502,"2015-09-26 08:37:04","Female","Yes","White - Irish","","30-34 years","Christian (including Church of England, Catholic, Protestant and all other Christian denominations)","","No","Ireland","","Other","Financial Accountant","Accountant","For professional development","8 to 10 years",1800,-0.51368,-0.26344,"Senior Management",40,5,3,12,8,5,2,6,2,12,6,8,-1.00388,21,,,,33,-0.80019,
45485,"2016-03-23 08:34:45","Female","","White - British","","40-44 years","Christian (including Church of England, Catholic, Protestant and all other Christian denominations)","","No","","","BA","PA to the CFO ","Administrative/Clerical","As an applicant for a job outside of my current organisation","Less than 1 year",1143,0.13062,0.64219,"UK General Population",40,5,3,12,8,5,4,6,3,12,8,79,0.28157,26,,,,58,0.53338,
4074,"2015-07-07 21:31:37","Female","Yes","White - British","","20-24 years","No religion","","No","United States of America","","BA","Content Editor","Other","As an applicant for a job outside of my current organisation","Less than 1 year",1800,0.32239,0.09514,"Hogan Lovells Graduates",40,5,4,12,11,5,2,6,6,12,7,33,1.23182,30,,,,45,0.74813,
33629,"2014-03-31 20:32:31","Female","Yes","White - British","","25-29 years","No religion","","","United Kingdom","","BSc","Assessor/Investigator","Administrative/Clerical","As an applicant for a job outside of my current organisation","5 to 7 years",1247,-0.67696,-0.17384,"UK General Population",40,5,3,12,4,5,4,6,1,12,8,3,-1.3488,20,,,,30,-1.37433,
37606,"2015-02-04 08:03:43","Male","Yes","White - British","","40-44 years","No religion","","No","United Kingdom","","Doctoral Degree","Economist","Self Employed/Business Owner","As an applicant for a job outside of my current organisation","1 to 2 years",1800,1.55948,0.85929,"UK General Population",40,5,5,12,11,5,4,6,5,12,9,99,1.10966,34,,,,72,1.75271,
48993,"2015-04-14 16:02:35","Male","Yes","White - British","","50-54 years","No religion","","Prefer not to say","United Kingdom","England","Higher Education Certificate or Diploma","Director of Policy","Other","As an applicant for a job in my current organisation","5 to 7 years",1798,0.69877,1.71566,"Senior Management",40,5,4,12,11,5,4,6,6,12,11,95,1.12963,36,,,,63,1.70594,
18399,"2013-05-23 17:15:05","Male","Yes","White - British","","60-64 years","Christian (including Church of England, Catholic, Protestant and all other Christian denominations)","","","United Kingdom","","BSc","senior electrical engineer","Engineer","As an applicant for a job outside of my current organisation","21 to 25 years",1479,0.17673,-0.90305,"UK General Population",40,5,3,12,11,5,2,6,6,12,4,62,0.61859,26,,,,53,0.11406,
46278,"2015-01-04 17:04:38","Female","Yes","White - British","","45-49 years","No religion","","No","United Kingdom","","Higher Education Certificate or Diploma","Dental nurse","Medical Professional","As an applicant for a job outside of my current organisation","21 to 25 years",1479,-2.06134,-1.14739,"UK General Population",39,5,4,12,5,5,3,6,2,11,3,1,-0.96074,17,,,,25,-2.19004,
13095,"2013-01-18 08:38:13","Male","Yes","White - British","","50-54 years","No religion","","No","United Kingdom","","LLB","Relationship Manager","Legal Professional","As an applicant for a job outside of my current organisation","1 to 2 years",,,,"",,,,,,,,,,,,,,,,,,,,
53929,"2015-10-22 20:46:22","Female","Yes","White - British","","30-34 years","No religion","","No","United Kingdom","","LLB","Head of HR","Human Resource Professional","As an applicant for a job outside of my current organisation","11 to 15 years",1703,0.51984,0.67261,"Managers",40,5,4,12,10,5,5,6,3,12,10,78,0.52198,32,,,,58,0.78822,
47339,"2015-02-09 13:36:27","Male","Yes","White - British","","20-24 years","Christian (including Church of England, Catholic, Protestant and all other Christian denominations)","","No","United Kingdom","","A-Level Scottish Highers or equivalent","University Student","Student","As an applicant for a job outside of my current organisation","16 to 20 years",1800,0.33293,0.08313,"Graduates",40,5,4,12,10,5,3,6,4,12,8,62,0.39902,29,,,,54,0.43604,
54333,"2015-11-26 15:58:12","Female","Yes","Black or Black British - Any other Black Background","","30-34 years","Muslim","","No","United Kingdom","","LLB","Trainee Solicitor","Legal Professional","As an applicant for a job outside of my current organisation","8 to 10 years",1546,0.81452,0.86417,"Managers",40,5,4,12,8,5,4,6,4,12,10,81,0.20902,30,,,,59,0.83529,
17975,"2013-04-12 04:11:51","Male","Yes","Asian or Asian British - Chinese","","Prefer not to say","Prefer not to say","","No","Malaysia","","Master Degree","Appl Devt Group Mgr","Information Technology Professional","For professional development","21 to 25 years",1800,0.11529,0.60198,"Managers",40,5,2,12,9,5,3,6,5,12,9,57,-0.06716,28,,,,52,0.20759,
8303,"2012-07-25 07:39:43","Male","Yes","White - British","","45-49 years","No religion","","No","United Kingdom","","BEng","Engineering & Services Manager /Site Engineer","Engineer","As an applicant for a job outside of my current organisation","11 to 15 years",1797,0.13798,-0.57007,"UK General Population",40,5,4,12,11,5,4,6,4,12,5,58,0.71267,28,,,,52,0.06137,
31081,"2014-03-17 21:02:21","Male","Yes","Other ethnic group, please specify below","iraqi","25-29 years","Muslim","","No","United Kingdom","","Doctoral Degree","dentist","Medical Professional","As an applicant for a job outside of my current organisation","1 to 2 years",690,-1.05952,-0.88194,"UK General Population",40,5,1,12,9,5,2,6,3,12,5,21,0.25985,20,,,,42,-0.68972,
9136,"2012-08-25 10:13:57","Male","Yes","White - British","","45-49 years","Christian (including Church of England, Catholic, Protestant and all other Christian denominations)","","No","United Kingdom","","Other","Programme Manager","Information Technology Professional","As an applicant for a job outside of my current organisation","21 to 25 years",1422,0.69889,-0.30267,"Senior Management",40,5,3,12,8,5,4,6,6,12,7,33,-0.25277,28,,,,46,0.01467,
51392,"2015-08-11 15:23:37","Female","Yes","White - British","","20-24 years","No religion","","No","United Kingdom","","BA","Trainee Solicitor/Barrister","Student","As an applicant for a job outside of my current organisation","3 to 4 years",1745,0.00824,0.47076,"Managers",40,5,3,12,9,5,5,6,3,12,9,69,0.52997,29,,,,55,0.59176,
9124,"2012-08-24 20:21:07","Female","Yes","Asian or Asian British - Bangladeshi","","20-24 years","Muslim","","No","United Kingdom","","LLB","Team Leader","Customer Service","As an applicant for a job outside of my current organisation","1 to 2 years",1444,0.00636,-0.96418,"UK General Population",40,5,0,12,9,5,4,6,5,12,5,50,0.1066,23,,,,50,-0.17486,
56890,"2016-02-21 12:02:27","Female","Yes","White - British","","25-29 years","No religion","","No","United Kingdom","","Master Degree","assistant psychologist","Medical Professional","None of the above","5 to 7 years",1685,-0.10844,0.12903,"UK General Population",40,5,4,12,9,5,3,6,3,12,7,73,0.57169,26,,,,56,0.37492,
19889,"2013-12-04 17:37:50","Male","Yes","White - British","","55-59 years","No religion","","No","England","","Prefer not to say","Retired","Legal Professional","As an applicant for a job outside of my current organisation","26 years or more",1800,-0.85098,0.04034,"UK General Population",38,5,4,12,10,5,2,6,2,10,7,62,0.70161,25,,,,53,0.13333,
51074,"2015-09-04 10:12:47","Male","Yes","White - British","","20-24 years","Other religion, please specify below","Agnostic","No","United Kingdom","","BA","Kennedys Training Contract ","Student","As an applicant for a job outside of my current organisation","5 to 7 years",1782,0.31655,0.89977,"UK General Population",40,5,5,12,9,5,4,6,4,12,9,76,-0.14759,31,,,,57,0.40946,
5838,"2012-05-27 12:22:09","Female","Yes","White - British","","35-39 years","Christian (including Church of England, Catholic, Protestant and all other Christian denominations)","","No","United Kingdom","","BA","Practice Development Midwife","Medical Professional","As an applicant for a job outside of my current organisation","11 to 15 years",1673,0.21547,-2.08685,"Public Sector Managers",29,5,3,12,9,5,5,3,3,4,0,18,-0.05615,20,,,,41,-0.62311,
38754,"2015-08-12 14:36:23","Female","No","White - Any other White Background","","50-54 years","No religion","","No","Switzerland","","BA","Accounts Manager","Accountant","As part of a trial","8 to 10 years",1436,0.73767,1.49322,"UK General Population",40,5,4,12,9,5,4,6,5,12,11,96,0.31188,33,,,,67,1.22718,
33405,"2014-03-27 17:29:14","Female","Yes","White - British","","20-24 years","No religion","","","United Kingdom","","BA","Trading Standards Officer","Legal Professional","As an applicant for a job outside of my current organisation","1 to 2 years",1793,-0.47027,0.41293,"UK General Population",40,5,4,12,11,5,3,6,3,12,8,79,1.13531,29,,,,58,0.55533,
10744,"2012-11-14 13:43:54","Male","No","White - Any other White Background","","25-29 years","No religion","","No","Spain","","BSc","Student","Student","As an applicant for a job outside of my current organisation","1 to 2 years",1762,0.85569,0.4868,"Graduates",40,5,5,12,10,5,3,6,6,12,8,84,0.8237,32,,,,59,0.94813,
42651,"2014-11-19 09:55:06","Male","Yes","White - British","","55-59 years","No religion","","No","United Kingdom","","A-Level Scottish Highers or equivalent","Fitness to Practice Panel Chair","Other","As an applicant for a job outside of my current organisation","3 to 4 years",1694,1.13872,0.59807,"UK General Population",40,5,4,12,11,5,4,6,6,12,9,98,1.32847,34,,,,69,1.35684,
56089,"2016-02-28 15:30:15","Male","Yes","Asian or Asian British - Indian","","20-24 years","Sikh","","No","United Kingdom","","Master Degree","Candidate for the Clinical Psychology Doctorate ","Teacher","For professional development","Less than 1 year",1800,-0.73632,-0.66064,"UK General Population",36,5,0,12,2,5,2,6,6,8,6,1,-1.547,16,,,,25,-1.5799,
6625,"2012-03-01 14:51:54","Female","Yes","White - British","","30-34 years","No religion","","No","United Kingdom","","Master Degree","HR Director","Human Resource Professional","As an applicant for a job in my current organisation","8 to 10 years",1204,-0.43289,-0.15586,"Senior Management",40,5,2,12,11,5,2,6,4,12,5,43,1.07726,24,,,,49,0.2356,
43068,"2014-11-18 14:22:10","Female","Yes","White - British","","65-69 years","No religion","","No","United Kingdom","","Master Degree","retired","Other","As an applicant for a job outside of my current organisation","26 years or more",1800,0.59054,-0.48208,"UK General Population",37,5,3,12,11,5,4,6,5,9,4,79,1.21179,27,,,,58,0.53626,
40632,"2014-11-12 14:23:18","Male","Yes","White - British","","20-24 years","No religion","","No","United Kingdom","","A-Level Scottish Highers or equivalent","University Student","Student","As an applicant for a job outside of my current organisation","3 to 4 years",1494,0.52524,-0.19295,"Bank of England Graduate & Internship Applicants 2014",40,5,4,12,9,5,5,6,4,12,6,26,-0.43979,28,,,,44,-0.17148,
21376,"2013-11-08 21:31:39","Male","Yes","White - Irish","","20-24 years","Christian (including Church of England, Catholic, Protestant and all other Christian denominations)","","No","United Kingdom","","A-Level Scottish Highers or equivalent","Student","Student","As an applicant for a job outside of my current organisation","3 to 4 years",1408,0.851,-0.46583,"Bank of England Graduate & Internship Applicants 2013",40,5,2,12,8,5,4,6,6,12,6,41,-0.09748,26,,,,48,0.06175,
30911,"2014-03-18 18:10:25","Male","Yes","White - British","","35-39 years","Christian (including Church of England, Catholic, Protestant and all other Christian denominations)","","No","United Kingdom","","Master Degree","Sector Head SPEAR Capability 3 and Future Fast Jet","Engineer","For professional development","11 to 15 years",1800,0.83486,-0.60187,"Senior Management",36,5,5,12,6,5,5,6,3,8,7,18,-0.59624,26,,,,40,-0.40692,
39836,"2014-10-15 14:42:54","Male","Yes","White - British","","20-24 years","No religion","","No","United Kingdom","","A-Level Scottish Highers or equivalent","Student","Student","As an applicant for a job outside of my current organisation","3 to 4 years",972,0.33872,0.80756,"Bank of England Graduate & Internship Applicants 2014",40,5,5,12,10,5,3,6,4,12,9,84,0.80771,31,,,,60,0.92632,
50829,"2015-08-03 02:34:44","Prefer not to say","Yes","Prefer not to say","","16-19 years","No religion","","Prefer not to say","Prefer not to say","","Prefer not to say","Student","Student","As an applicant for a job outside of my current organisation","Prefer not to say",1067,1.43941,0.80821,"Graduates",40,5,4,12,9,5,5,6,5,12,9,80,-0.25059,32,,,,58,0.86529,
19903,"2013-08-08 17:17:44","Male","Yes","White - British","","40-44 years","Christian (including Church of England, Catholic, Protestant and all other Christian denominations)","","No","United Kingdom","","BA","Investigator","Other","As an applicant for a job outside of my current organisation","21 to 25 years",1800,-0.54982,-0.5825,"UK General Population",40,5,1,12,9,5,2,6,5,12,6,42,0.04858,23,,,,48,-0.33928,
14486,"2013-02-08 12:03:22","Male","Yes","White - Any other White Background","","25-29 years","Christian (including Church of England, Catholic, Protestant and all other Christian denominations)","","No","South Africa","","Higher Education Certificate or Diploma","Student","Other","As an applicant for a job outside of my current organisation","1 to 2 years",1774,0.42008,0.44461,"Executive Search candidates (UK)",40,5,4,12,9,5,4,6,3,12,9,46,0.26733,29,,,,51,0.4612,
55904,"2016-02-18 09:28:46","Female","Yes","White - British","","50-54 years","No religion","","Prefer not to say","United Kingdom","","Master Degree","Director","Consultant","As an applicant for a job outside of my current organisation","5 to 7 years",1586,0.35284,-0.42487,"UK General Population",40,5,3,12,7,5,4,6,5,12,6,50,-0.39781,25,,,,50,-0.18224,
38329,"2014-08-27 11:57:44","Male","Yes","White - British","","40-44 years","Christian (including Church of England, Catholic, Protestant and all other Christian denominations)","","No","United Kingdom","","BSc","Deputy Director Town Centres & High Streets","Other","As an applicant for a job outside of my current organisation","16 to 20 years",1800,0.28546,-0.01597,"Senior Management",40,5,3,12,8,5,3,6,5,12,8,33,-0.22379,27,,,,46,0.00163,
56407,"2016-02-28 11:49:09","Female","","White - Any other White Background","","35-39 years","Christian (including Church of England, Catholic, Protestant and all other Christian denominations)","","No","","","Master Degree","Programme Manager","Other","As an applicant for a job outside of my current organisation","3 to 4 years",1750,-0.77335,0.23841,"UK General Population",40,5,2,12,10,5,2,6,4,12,8,58,0.80337,26,,,,52,0.06805,
43704,"2014-11-19 20:48:48","","","","","","","","","","","Higher Education Certificate or Diploma","Dental Nurse","Medical Professional","As an applicant for a job outside of my current organisation","21 to 25 years",1801,0.45465,-0.16077,"UK General Population",40,5,3,12,4,5,5,6,4,12,6,16,-1.34898,22,,,,40,-0.81479,
40630,"2014-11-16 12:34:34","Male","Yes","White - Irish","","20-24 years","No religion","","No","United Kingdom","","A-Level Scottish Highers or equivalent","Fist degree graduate","Student","As an applicant for a job outside of my current organisation","1 to 2 years",881,1.43627,0.25465,"Bank of England Graduate & Internship Applicants 2014",40,5,4,12,12,5,5,6,5,12,8,96,1.3121,34,,,,67,1.45587,
17124,"2013-04-09 18:11:38","Prefer not to say","Yes","White - British","","30-34 years","No religion","","No","United Kingdom","","Master Degree","Head of Scrutiny","Other","As an applicant for a job outside of my current organisation","5 to 7 years",1041,-0.30213,0.63553,"UK General Population",40,5,3,12,11,5,4,6,2,12,9,86,1.09031,29,,,,61,0.86516,
